source,date,route_name,location,sector,area,country,6a,grade_french,grade_uiaa,grade_original,style,route_type,height,comment,tries,url,stars,latitude,longitude
vertical_life,2017-07-22T12:00:00Z,Prost Mahlzeit,Schwarzbrennerei,Schwarzbrennerei,6a,6a,6c,6c,VI+,7-,rp,ROUTE,12,,2,,3,49.4521,11.0767
vertical_life,2017-07-22T12:00:00Z,Adolf Nolder Ged.-Boulder,Spieser Wand,Spieser Wand,6a,6a,6c,6c,VI+,7-,os,ROUTE,20,,1,,4,49.4321,11.1234
vertical_life,2017-07-22T12:00:00Z,Lots Weib,Zimmerbergwände,Sektor 1,6a,6a,6c,6c,VI+,7-,rp,ROUTE,15,,3,,3,49.4421,11.0934
vertical_life,2017-07-22T12:00:00Z,Grande Finale,Piccolino,Piccolino,6a,6a,6b,6b,VI-,6,rp,ROUTE,10,,2,,2,49.4521,11.0867
vertical_life,2017-07-22T12:00:00Z,Denkste,Röthenbacher Wand,Röthenbacher Wand,6a,6a,6b,6b,VI-,6,os,ROUTE,15,,1,,3,49.4621,11.1067
vertical_life,2017-07-22T12:00:00Z,Hersbrucker Weg,Zimmerbergwände,Sektor 2,6a,6a,6c+,6c+,VII-,7,tr,ROUTE,25,,2,,5,49.4421,11.0934
vertical_life,2017-07-22T12:00:00Z,Rumrosine,Schwarzbrennerei,Schwarzbrennerei,6a,6a,6b,6b,VI-,6,rp,ROUTE,12,,2,,0,49.4521,11.0767
vertical_life,2017-07-22T12:00:00Z,Petite Fleur,Algersdorfer Wand,Algersdorfer Wand,6a,6a,7a,7a,VII,7+,tr,ROUTE,22,,2,,4,49.4721,11.1267
vertical_life,2017-07-22T12:00:00Z,Starfighter Kandidatenweg,Zimmerbergwände,Sektor 1,6a,6a,6c+,6c+,VII-,7,rp,ROUTE,15,,2,,4,49.4421,11.0934
vertical_life,2017-07-22T12:00:00Z,Räuber Hotzenplotz,Hexenküche,Sektor 2,6a,6a,6b,6b,VI-,6,os,ROUTE,15,,1,,3,49.4821,11.1467
vertical_life,2017-07-22T12:00:00Z,Al Capone,Schwarzbrennerei,Schwarzbrennerei,6a,6a,6c,6c,VI+,7-,go,ROUTE,12,,2,,3,49.4521,11.0767
vertical_life,2017-07-22T12:00:00Z,Trivialitätenkabinett,Zimmerbergwände,Sektor 1,6a,6a,6c,6c,VI+,7-,os,ROUTE,15,,1,,3,49.4421,11.0934
vertical_life,2017-07-22T12:00:00Z,Piccolina,Piccolino,Piccolino,6a,6a,7a+,7a+,VII+,8-,rp,ROUTE,10,,2,,3,49.4521,11.0867
vertical_life,2017-07-22T12:00:00Z,Wissen macht ah,Piccolino,Piccolino,6a,6a,6a+,6a+,V+,6-,rp,ROUTE,10,,2,,2,49.4521,11.0867
vertical_life,2017-07-22T12:00:00Z,Devilwall,Hexenküche,Sektor 2,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,15,,3,,4,49.4821,11.1467
vertical_life,2017-07-22T12:00:00Z,Lochgeheimnis (Herz Ass),Zimmerbergwände,Sektor 1,6a,6a,6a+,6a+,V+,6-,rp,ROUTE,15,,2,,2,49.4421,11.0934
vertical_life,2017-07-22T12:00:00Z,Georg Meier Ged.-Weg,Röthenbacher Wand,Röthenbacher Wand,6a,6a,6b+,6b+,VI,6+,rp,ROUTE,15,,1,,5,49.4621,11.1067
vertical_life,2017-07-22T12:00:00Z,Paul Preuß Ged.-Weg,Algersdorfer Wand,Algersdorfer Wand,6a,6a,6b+,6b+,VI,6+,rp,ROUTE,22,,2,,4,49.4721,11.1267
vertical_life,2017-07-22T12:00:00Z,Absinth,Schwarzbrennerei,Schwarzbrennerei,6a,6a,6a+,6a+,V+,6-,rp,ROUTE,21,,2,,0,49.4521,11.0767
vertical_life,2017-07-22T12:00:00Z,Rolling Stone,Zimmerbergwände,Sektor 1,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,15,,2,,3,49.4421,11.0934
vertical_life,2017-07-22T12:00:00Z,Nicht vergessen,Hühnersteinwand,Hühnersteinwand,6a,6a,7a,7a,VII,7+,rp,ROUTE,25,Crux nach Gemüse ,1,,4,49.4921,11.1667
vertical_life,2017-07-22T12:00:00Z,Die wilden Kerle,Piccolino,Piccolino,6a,6a,7a+,7a+,VII+,8-,rp,ROUTE,10,,2,,4,49.4521,11.0867
vertical_life,2017-07-22T12:00:00Z,Butterfinger,Hühnersteinwand,Hühnersteinwand,6a,6a,6b+,6b+,VI,6+,rp,ROUTE,25,,1,,5,49.4921,11.1667
vertical_life,2017-07-22T12:00:00Z,Röthenbacher Weg,Kirchthalwände,Kirchthalwände,6a,6a,7b+,7b+,VIII,8+,go,ROUTE,18,,2,,4,49.5021,11.1867
vertical_life,2017-07-22T12:00:00Z,Sonntagsverschneidung,Hühnersteinwand,Hühnersteinwand,6a,6a,6a,6a,V,5+,os,ROUTE,25,,1,,5,49.4921,11.1667
vertical_life,2017-07-22T12:00:00Z,Kurz und schmerzlos,Hexenküche,Sektor 2,6a,6a,6b+,6b+,VI,6+,os,ROUTE,15,,1,,1,49.4821,11.1467
vertical_life,2017-07-22T12:00:00Z,Alkoholfrei,Schwarzbrennerei,Schwarzbrennerei,6a,6a,5c,5c,V-,5,rp,ROUTE,21,,2,,0,49.4521,11.0767
vertical_life,2017-07-22T12:00:00Z,Grappatoni,Schwarzbrennerei,Schwarzbrennerei,6a,6a,6a+,6a+,V+,6-,rp,ROUTE,12,,2,,0,49.4521,11.0767
vertical_life,2017-07-22T12:00:00Z,N.N.,Zimmerbergwände,Sektor 1,6a,6a,6b,6b,VI-,6,rp,ROUTE,15,,2,,1,49.4421,11.0934
vertical_life,2017-07-22T12:00:00Z,Konrad Oed Ged.-Weg,Zimmerbergwände,Sektor 1,6a,6a,5c,5c,V-,5,os,ROUTE,15,,1,,2,49.4421,11.0934
vertical_life,2017-07-22T12:00:00Z,Father and Son,Spieser Wand,Spieser Wand,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,20,,2,,4,49.4321,11.1234
vertical_life,2017-07-22T12:00:00Z,Irrweg,Bolzenstein,Bolzenstein,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,15,,2,,5,49.5121,11.2067
vertical_life,2017-07-22T12:00:00Z,Direkte Nordwand,Spieser Wand,Spieser Wand,6a,6a,7a,7a,VII,7+,rp,ROUTE,20,Geil Dynamisch. An Leisten Kreuzen dann weit Raus ,2,,4,49.4321,11.1234
vertical_life,2017-07-22T12:00:00Z,Genitale Entkrampfung,Kirchthalwände,Kirchthalwände,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,18,,2,,2,49.5021,11.1867
vertical_life,2017-07-22T12:00:00Z,Mururoa,Algersdorfer Wand,Algersdorfer Wand,6a,6a,7b+,7b+,VIII/VIII+,8+/9-,go,ROUTE,21,Zwei irre weite Zug am Ende der Tour ,2,,0,49.4721,11.1267
vertical_life,2017-07-22T12:00:00Z,Fingerhakler,Bolzenstein,Bolzenstein,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,15,,2,,4,49.5121,11.2067
vertical_life,2017-07-22T12:00:00Z,Trabant,Zimmerbergwände,Sektor 1,6a,6a,6a,6a,V,5+,os,ROUTE,15,,1,,3,49.4421,11.0934
vertical_life,2017-07-22T12:00:00Z,Gemeinsam,Zimmerbergwände,Sektor 1,6a,6a,6b+,6b+,VI,6+,os,ROUTE,15,,1,,3,49.4421,11.0934
vertical_life,2017-07-22T12:00:00Z,Klein und gemein,Hexenküche,Sektor 2,6a,6a,6b,6b,VI-,6,os,ROUTE,15,,1,,0,49.4821,11.1467
vertical_life,2017-07-22T12:00:00Z,Südostkante,Kirchthalwände,Kirchthalwände,6a,6a,6a+,6a+,V+,6-,os,ROUTE,21,,1,,0,49.5021,11.1867
vertical_life,2017-07-22T12:00:00Z,Rechte Nordwand,Spieser Wand,Spieser Wand,6a,6a,6c+,6c+,VII-,7,rp,ROUTE,20,,2,,3,49.4321,11.1234
vertical_life,2017-07-22T12:00:00Z,Streiflicht,Algersdorfer Wand,Algersdorfer Wand,6a,6a,6c,6c,VI+,7-,rp,ROUTE,22,,2,,3,49.4721,11.1267
vertical_life,2017-07-22T12:00:00Z,Nebenbei,Spieser Wand,Spieser Wand,6a,6a,7a,7a,VII,7+,rp,ROUTE,21,,2,,0,49.4321,11.1234
vertical_life,2017-07-22T12:00:00Z,Höhenkoller,Algersdorfer Wand,Algersdorfer Wand,6a,6a,7a,7a,VII,7+,rp,ROUTE,21,,2,,0,49.4721,11.1267
vertical_life,2017-07-22T12:00:00Z,Hufeisen,Hühnersteinwand,Hühnersteinwand,6a,6a,4a,4a,III,4,os,ROUTE,25,,1,,0,49.4921,11.1667
vertical_life,2017-07-22T12:00:00Z,Faule Kalorie,Zimmerbergwände,Sektor 1,6a,6a,6b+,6b+,VI,6+,os,ROUTE,15,,1,,2,49.4421,11.0934
vertical_life,2017-07-30T12:00:00Z,Seelendoping,Große Wacht,Große Wacht,6a,6a,6b,6b,VI-,6,os,ROUTE,18,,1,,0,49.5221,11.2267
vertical_life,2017-07-30T12:00:00Z,Hometrainer,Hauseck,Hauseck,6a,6a,7a,7a,VII,7+,rp,ROUTE,10,,2,,0,49.5321,11.2467
vertical_life,2017-07-30T12:00:00Z,Bauhaus,Hauseck,Hauseck,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,10,Crux nach dem letzten Hacken vor dem Umlenker. Macht Spaß!,2,,4,49.5321,11.2467
vertical_life,2017-07-30T12:00:00Z,Moser Ged.-Weg,Große Wacht,Große Wacht,6a,6a,6b,6b,VI-,6,rp,ROUTE,21,Aufpassen das man nicht in die 8- reinkommt.,2,,0,49.5221,11.2267
vertical_life,2017-07-30T12:00:00Z,Sportflieger,Große Wacht,Große Wacht,6a,6a,6c+,6c+,VII-,7,rp,ROUTE,18,,2,,5,49.5221,11.2267
vertical_life,2017-07-30T12:00:00Z,Grün ist die Hoffnung,Hauseck,Hauseck,6a,6a,7a,7a,VII,7+,tr,ROUTE,10,Nach dem ersten Hacken Sack schwer für den Grad!,2,,4,49.5321,11.2467
vertical_life,2017-08-01T12:00:00Z,Diesel mit Schuss,Schwarzbrennerei,Schwarzbrennerei,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,12,Nicht schön speckig ,2,,4,49.4521,11.0767
vertical_life,2017-08-01T12:00:00Z,Kleiner Feigling,Schwarzbrennerei,Schwarzbrennerei,6a,6a,7a,7a,VII,7+,go,ROUTE,12,Ende ist crrap ,2,,1,49.4521,11.0767
vertical_life,2017-08-01T12:00:00Z,Direkte Weiße Wand,Weiße Wand (Hirschbachtal),Südseite,6a,6a,6c,6c,VI+,7-,os,ROUTE,15,,1,,3,,
vertical_life,2017-08-01T12:00:00Z,Arrabiata,Weiße Wand (Hirschbachtal),Südseite,6a,6a,7a,7a,VII,7+,tr,ROUTE,15,,2,,3,,
vertical_life,2017-08-01T12:00:00Z,Boulder,Weiße Wand (Hirschbachtal),Südseite,6a,6a,6c,6c,VI+,7-,tr,ROUTE,15,,2,,3,,
vertical_life,2017-08-01T12:00:00Z,Kiefernverschneidung,Weiße Wand (Hirschbachtal),Südseite,6a,6a,6a+,6a+,V+,6-,os,ROUTE,15,,1,,4,,
vertical_life,2017-08-01T12:00:00Z,Erogene Zone,Kirchthalwände,Kirchthalwände,6a,6a,7b+,7b+,VIII/VIII+,8+/9-,go,ROUTE,18,,2,,4,49.5021,11.1867
vertical_life,2017-08-05T12:00:00Z,Referendarsteig,Steingarten / Langer Berg Wände,Sektor 1,6a,6a,7a,7a,VII,7+,go,ROUTE,25,,2,,5,,
vertical_life,2017-08-05T12:00:00Z,Methusalemkante,Steingarten / Langer Berg Wände,Sektor 1,6a,6a,6b+,6b+,VI,6+,os,ROUTE,25,,1,,3,,
vertical_life,2017-08-05T12:00:00Z,Westkante (Alter Weg),Steingarten / Langer Berg Wände,Sektor 1,6a,6a,4c,4c,IV-,4+,os,ROUTE,25,,1,,4,,
vertical_life,2017-08-09T12:00:00Z,Hummelstaner Weg,Hartensteiner Wand,Hartensteiner Wand,6a,6a,6a,6a,V,5+,os,ROUTE,20,,1,,4,49.5916597,11.5247792
vertical_life,2017-08-20T12:00:00Z,Mikado,Engelswand,Engelswand,,AT,6c+,6c+,VII-,6b+,go,ROUTE,20,,2,,0,49.4921,11.1267
vertical_life,2017-08-20T12:00:00Z,Hummelstaner Weg,Hartensteiner Wand,Hartensteiner Wand,6a,6a,6a,6a,V,5+,rp,ROUTE,20,,2,,4,49.5916597,11.5247792
vertical_life,2017-08-20T12:00:00Z,Linke Wand,Oetz,Oetz,,AT,6b,6b,VI-,6a,rp,ROUTE,20,,2,,4,47.2033325,10.8966104
vertical_life,2017-08-20T12:00:00Z,Der Wolf und die Zwerge,Engelswand,Engelswand,,AT,5c+,5c+,5c+,5c+,os,ROUTE,25,,1,,4,49.4921,11.1267
vertical_life,2017-08-20T12:00:00Z,Windwalker,Engelswand,Engelswand,,AT,6c+,6c+,VII-,6b+,go,ROUTE,30,,2,,0,49.4921,11.1267
vertical_life,2017-08-20T12:00:00Z,Kilomanie,Roter Fels,Sektor 3,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,30,,2,,4,49.6024479,11.4961998
vertical_life,2017-08-20T12:00:00Z,Die 101jährige,Hartensteiner Wand,Hartensteiner Wand,6a,6a,6a+,6a+,V+,6-,os,ROUTE,20,,1,,4,49.5916597,11.5247792
vertical_life,2017-08-20T12:00:00Z,Kilomanie,Roter Fels,Sektor 3,6a,6a,7a+,7a+,VII+,8-,rp,ROUTE,30,,2,,4,49.6024479,11.4961998
vertical_life,2017-08-20T12:00:00Z,Die 101jährige,Hartensteiner Wand,Hartensteiner Wand,6a,6a,6b,6b,VI-,6,rp,ROUTE,20,,2,,4,49.5916597,11.5247792
vertical_life,2017-08-20T12:00:00Z,Computerspiele,Ankatalturm & Ankatalwand,Ankatalwand,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,30,,2,,5,49.4521,11.1067
vertical_life,2017-08-20T12:00:00Z,Its your time,Engelswand,Engelswand,,AT,6b,6b,VI-,6a,os,ROUTE,25,,1,,4,49.4921,11.1267
vertical_life,2017-08-20T12:00:00Z,Schmidtchen-Schleicher,Oetz,Oetz,,AT,6c,6c,VI+,6b,f,ROUTE,30,,1,,5,47.2033325,10.8966104
vertical_life,2017-08-20T12:00:00Z,Kurzer Riss,Hartensteiner Wand,Hartensteiner Wand,6a,6a,4a,4a,III,4,os,ROUTE,20,,1,,3,49.5916597,11.5247792
vertical_life,2017-08-20T12:00:00Z,Harakiri,Oetz,Oetz,,AT,6b,6b,VI-,6a,os,ROUTE,30,,1,,5,47.2033325,10.8966104
vertical_life,2017-08-20T12:00:00Z,Touch and go,Oetz,Oetz,,AT,7a,7a,VII,6c,go,ROUTE,20,,2,,4,47.2033325,10.8966104
vertical_life,2017-08-20T12:00:00Z,Santa Zofia,Hartensteiner Wand,Hartensteiner Wand,6a,6a,6a,6a,V,5+,os,ROUTE,20,,1,,4,49.5916597,11.5247792
vertical_life,2017-08-20T12:00:00Z,Harter Hund,Roter Fels,Sektor 2,6a,6a,6c,6c,VI+,7-,go,ROUTE,35,,2,,4,49.6024479,11.4961998
vertical_life,2017-08-20T12:00:00Z,Softmover,Roter Fels,Sektor 2,6a,6a,5a,5a,IV,5-,os,ROUTE,35,,1,,3,49.6024479,11.4961998
vertical_life,2017-08-20T12:00:00Z,Abkürzer,Hartensteiner Wand,Hartensteiner Wand,6a,6a,6a+,6a+,V+,6-,os,ROUTE,20,,1,,4,49.5916597,11.5247792
vertical_life,2017-08-26T12:00:00Z,Admiral,Gotthardskirche,Gotthardskirche,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,15,,2,,2,49.4621,11.1167
vertical_life,2017-08-26T12:00:00Z,Siebenschläfer,Gotthardskirche,Gotthardskirche,6a,6a,6b+,6b+,VI,6+,os,ROUTE,15,,1,,4,49.4621,11.1167
vertical_life,2017-08-26T12:00:00Z,N.N.,Gotthardskirche,Gotthardskirche,6a,6a,6c,6c,VI+,7-,os,ROUTE,15,,1,,3,49.4621,11.1167
vertical_life,2017-09-02T12:00:00Z,Liebe auf den zweiten Blick,Klausener Wand,Klausener Wand,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,20,,2,,3,49.5612024,11.5515247
vertical_life,2017-09-02T12:00:00Z,EM Finale,Klausener Wand,Klausener Wand,6a,6a,6b+,6b+,VI,6+,go,ROUTE,20,,1,,0,49.5612024,11.5515247
vertical_life,2017-09-02T12:00:00Z,Liebe auf den zweiten Blick,Klausener Wand,Klausener Wand,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,20,,2,,4,49.5612024,11.5515247
vertical_life,2017-09-02T12:00:00Z,Zum Warmmachen,Klausener Wand,Klausener Wand,6a,6a,6c,6c,VI+,7-,os,ROUTE,20,,1,,5,49.5612024,11.5515247
vertical_life,2017-09-02T12:00:00Z,Nur Fliegen ist schöner,Klausener Wand,Klausener Wand,6a,6a,7b+,7b+,VIII,8+,go,ROUTE,20,,2,,4,49.5612024,11.5515247
vertical_life,2017-09-02T12:00:00Z,EM Finale,Klausener Wand,Klausener Wand,6a,6a,6b+,6b+,VI,6+,rp,ROUTE,20,,2,,0,49.5612024,11.5515247
vertical_life,2017-09-03T12:00:00Z,Nur Fliegen ist schöner,Klausener Wand,Klausener Wand,6a,6a,7b+,7b+,VIII,8+,go,ROUTE,20,,2,,4,49.5612024,11.5515247
vertical_life,2017-09-03T12:00:00Z,Liebe auf den zweiten Blick,Klausener Wand,Klausener Wand,6a,6a,7a+,7a+,VII/VII+,7+/8-,rp,ROUTE,20,,3,,3,49.5612024,11.5515247
vertical_life,2017-09-03T12:00:00Z,Zum Warmmachen,Klausener Wand,Klausener Wand,6a,6a,6c+,6c+,VII-,7,rp,ROUTE,20,,2,,4,49.5612024,11.5515247
vertical_life,2017-09-12T12:00:00Z,Goude Haud,Happurger Wand,Happurger Wand,6a,6a,6b+,6b+,VI,6+,os,ROUTE,18,,1,,3,49.4848677,11.4917402
vertical_life,2017-09-12T12:00:00Z,Frauen über 30,Hohler Fels,Hohler Fels,6a,6a,6c,6c,VI+,7-,go,ROUTE,25,,2,,0,49.4846616,11.4922012
vertical_life,2017-09-12T12:00:00Z,Barrakuda,Hohler Fels,Hohler Fels,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,25,,2,,4,49.4846616,11.4922012
vertical_life,2017-10-22T12:00:00Z,Frauenpower,Cube Kletterzentrum,,,,6a+,6a+,V+,6-,rp,GYM_ROUTE,13,,2,,5,49.4521,11.0767
vertical_life,2018-04-02T12:00:00Z,Hersbrucker Weg,Kanzelfels (Förrenbach),Kanzelfels,6a,6a,6a+,6a+,V+,6-,go,ROUTE,15,,0,,5,49.4682356,11.505691
vertical_life,2018-04-02T12:00:00Z,Hersbrucker Weg,Kanzelfels (Förrenbach),Kanzelfels,6a,6a,6a+,6a+,V+,6-,rp,ROUTE,15,,3,,5,49.4682356,11.505691
vertical_life,2018-04-02T12:00:00Z,Größenwahn,Kanzelfels (Förrenbach),Kanzelfels,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,15,,0,,5,49.4682356,11.505691
vertical_life,2018-04-04T12:00:00Z,Arrabiata,Weiße Wand (Hirschbachtal),Südseite,6a,6a,6c+,6c+,VII-,7,rp,ROUTE,15,,3,,5,,
vertical_life,2018-04-04T12:00:00Z,Lady Domina,Weiße Wand (Hirschbachtal),Südseite,6a,6a,6c,6c,VI+,7-,go,ROUTE,15,,0,,5,,
vertical_life,2018-04-04T12:00:00Z,Boulder,Weiße Wand (Hirschbachtal),Südseite,6a,6a,6c,6c,VI+,7-,go,ROUTE,15,,3,,5,,
vertical_life,2018-04-04T12:00:00Z,Verfassungsbeschwerde,Weiße Wand (Hirschbachtal),Südseite,6a,6a,6c,6c,VI+,7-,rp,ROUTE,15,,3,,5,,
vertical_life,2018-04-04T12:00:00Z,Kiefernverschneidung,Weiße Wand (Hirschbachtal),Südseite,6a,6a,6a+,6a+,V+,6-,go,ROUTE,15,,3,,5,,
vertical_life,2018-04-08T12:00:00Z,Für Elsa und Dani,Lug ins Land,Lug ins Land,6a,6a,6a+,6a+,V+,6-,os,ROUTE,12,,1,,5,49.3837394,10.2304353
vertical_life,2018-04-08T12:00:00Z,Wilde Amelie,Lug ins Land,Lug ins Land,6a,6a,6a+,6a+,V+,6-,go,ROUTE,12,,0,,5,49.3837394,10.2304353
vertical_life,2018-04-08T12:00:00Z,Höhenglückwand,Himmelsfels,Himmelsfels,6a,6a,6c,6c,VI+,7-,rp,ROUTE,15,,2,,5,49.5475185,11.5457204
vertical_life,2018-04-08T12:00:00Z,Nürnberger Weg,Prellstein,Prellstein,6a,6a,6b+,6b+,VI,6+,go,ROUTE,18,,0,,5,49.5486791,11.5433907
vertical_life,2018-04-08T12:00:00Z,Theresa,Lug ins Land,Lug ins Land,6a,6a,6b+,6b+,VI,6+,go,ROUTE,12,,0,,5,49.3837394,10.2304353
vertical_life,2018-04-08T12:00:00Z,Himmelstor,Himmelsfels,Himmelsfels,6a,6a,7a+,7a+,VII/VII+,7+/8-,rp,ROUTE,21,,2,,5,49.5475185,11.5457204
vertical_life,2018-04-30T12:00:00Z,Manche mögen‘s heiß,Klausener Wand,Klausener Wand,6a,6a,7b,7b,VIII-,8,go,ROUTE,20,,0,,5,49.5612024,11.5515247
vertical_life,2018-04-30T12:00:00Z,Manche mögen‘s heiß,Klausener Wand,Klausener Wand,6a,6a,7a+,7a+,VII/VII+,7+/8-,go,ROUTE,20,,0,,5,49.5612024,11.5515247
vertical_life,2018-04-30T12:00:00Z,Obermühlriss,Klausener Wand,Klausener Wand,6a,6a,6b+,6b+,VI,6+,go,ROUTE,20,,0,,5,49.5612024,11.5515247
vertical_life,2018-05-06T12:00:00Z,Zufall,Zimmerbergwände,Sektor 1,6a,6a,6c,6c,VI+,7-,rp,ROUTE,15,,2,,5,49.4421,11.0934
vertical_life,2018-05-06T12:00:00Z,Murmeltier,Zimmerbergwände,Sektor 1,6a,6a,7a,7a,VII,7+,go,ROUTE,15,,0,,4,49.4421,11.0934
vertical_life,2018-05-06T12:00:00Z,Zufall,Zimmerbergwände,Sektor 1,6a,6a,6c,6c,VI+,7-,go,ROUTE,15,,0,,5,49.4421,11.0934
vertical_life,2018-05-06T12:00:00Z,Freundschaft,Zimmerbergwände,Sektor 1,6a,6a,6c,6c,VI+,7-,go,ROUTE,15,,0,,5,49.4421,11.0934
vertical_life,2018-05-06T12:00:00Z,Armin Weich Ged.-Weg,Zimmerbergwände,Sektor 1,6a,6a,5a,5a,IV,5-,os,ROUTE,15,,1,,4,49.4421,11.0934
vertical_life,2018-05-06T12:00:00Z,Murmeltier,Zimmerbergwände,Sektor 1,6a,6a,7a,7a,VII,7+,go,ROUTE,15,,0,,5,49.4421,11.0934
vertical_life,2018-05-22T12:00:00Z,Die Kunst des Pirschens,Steinberg,Sektor 2 & 3,6a,6a,6c,6c,VI+,7-,go,ROUTE,15,,1,,2,,
